C.D.S.  -  SIMBAD4 rel 1.207  -  2013.07.31CEST05:25:05

children of 'M  45'
-------------------

Number of objects : 3279

 #  	dist(asec)	prob. 	     link ref      	     link      	Mag B 	Mag V 	Mag I 
    	          	member	                   	    comment    	      	      	      
2978	  27964.17	     0	2010MNRAS.408..475H	B              	10.40 	10.03 	     ~
2979	  17464.20	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2980	  38132.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2981	   6705.39	   100	2007ApJS..172..663S	B              	15.5  	17.04 	14.45 
2982	  29907.91	     0	2010MNRAS.408..475H	B              	11.33 	10.74 	     ~
2983	  27815.16	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2984	  27870.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2985	   1416.43	   100	2007ApJS..172..663S	B              	16.93 	15.74 	13.35 
2986	   6252.57	   100	2007ApJS..172..663S	B              	     ~	14.81 	12.76 
2987	   3633.19	   100	2007ApJS..172..663S	B              	 9.91 	 9.40 	 8.83 
2988	  12599.92	   100	2007ApJS..172..663S	B              	     ~	     ~	15.82 
2989	  26639.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2990	   6666.51	   100	2007ApJS..172..663S	B              	     ~	13.10 	11.25 
2991	   2674.33	   100	2007ApJS..172..663S	B              	 6.124	 6.172	 6.18 
2992	   4091.66	   100	2007ApJS..172..663S	B              	17.2  	15.21 	12.98 
2993	   1344.62	   100	2007ApJS..172..663S	B              	16.1  	17.56 	14.74 
2994	  20789.94	     0	2010MNRAS.408..475H	B              	11.61 	10.76 	     ~
2995	  26480.60	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2996	  26067.21	     0	2010MNRAS.408..475H	B              	12.61 	11.63 	     ~
2997	   5333.70	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
2998	   6416.17	   100	2007ApJS..172..663S	B              	15.32 	13.97 	12.34 
2999	   1005.36	   100	2007ApJS..172..663S	B              	15.90 	15.87 	13.60 
3000	   3770.04	   100	2007ApJS..172..663S	B              	14.30 	17.83 	15.03 
3001	    408.67	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3002	   5604.64	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3003	   2815.03	   100	2007ApJS..172..663S	B              	     ~	     ~	16.18 
3004	   9929.78	   100	2007ApJS..172..663S	B              	     ~	     ~	16.67 
3005	    669.68	   100	2007ApJS..172..663S	B              	 7.48 	 7.38 	 7.28 
3006	   7963.61	   100	2007ApJS..172..663S	B              	     ~	18.2  	15.00 
3007	  23317.50	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3008	   5257.64	   100	2007ApJS..172..663S	B              	12.40 	11.28 	     ~
3009	  25468.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3010	   5486.43	   100	2007ApJS..172..663S	B              	13.56 	11.83 	     ~
3011	  15188.90	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3012	   4757.85	   100	2007ApJS..172..663S	B              	14.7  	     ~	15.53 
3013	  25106.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3014	   6698.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3015	  11690.24	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3016	  19263.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3017	   2351.75	   100	2007ApJS..172..663S	B              	15.71 	14.19 	12.59 
3018	  21208.99	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3019	   4550.66	   100	2007ApJS..172..663S	B              	17.91 	16.35 	13.61 
3020	   1299.68	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3021	   6279.08	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3022	  12115.91	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3023	   9799.87	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3024	   5604.49	   100	2007ApJS..172..663S	B              	     ~	     ~	16.33 
3025	   4046.40	   100	2007ApJS..172..663S	B              	     ~	19.20 	15.60 
3026	  12449.22	   100	2007ApJS..172..663S	B              	     ~	     ~	14.80 
3027	   6860.43	   100	2007ApJS..172..663S	B              	12.2  	16.20 	13.60 
3028	   3398.78	   100	2007ApJS..172..663S	B              	 8.64 	 8.38 	 8.05 
3029	  17778.30	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3030	   8690.72	   100	2007ApJS..172..663S	B              	     ~	17.90 	15.20 
3031	  14221.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3032	  35548.03	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3033	   3080.62	   100	2007ApJS..172..663S	B              	     ~	     ~	17.38 
3034	   2340.12	   100	2007ApJS..172..663S	B              	11.4  	10.6  	 9.59 
3035	   4727.13	   100	2007ApJS..172..663S	B              	14.61 	13.47 	12.12 
3036	  13276.45	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3037	  14964.88	     0	2010MNRAS.408..475H	B              	11.47 	10.89 	     ~
3038	  20476.48	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3039	   6383.14	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3040	  15722.44	     0	2010MNRAS.408..475H	B              	11.66 	11.28 	     ~
3041	  27870.81	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3042	   4105.95	   100	2007ApJS..172..663S	B              	     ~	     ~	16.70 
3043	  12679.24	   100	2007ApJS..172..663S	B              	     ~	     ~	15.57 
3044	   6573.49	   100	2007ApJS..172..663S	B              	15.60 	14.23 	12.50 
3045	  29332.60	     0	2010MNRAS.408..475H	B              	12.38 	11.08 	     ~
3046	  13657.81	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3047	   5280.49	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3048	   6876.52	     0	2010MNRAS.408..475H	B              	11.30 	10.82 	     ~
3049	   5366.30	   100	2007ApJS..172..663S	B              	     ~	18.20 	15.20 
3050	  17286.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3051	   8605.19	   100	2007ApJS..172..663S	B              	     ~	17.10 	14.10 
3052	   4484.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3053	   3959.89	   100	2007ApJS..172..663S	B              	17.45 	15.95 	13.44 
3054	   5053.53	   100	2007ApJS..172..663S	B              	     ~	     ~	16.28 
3055	  30111.81	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3056	  29129.33	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3057	  14581.67	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3058	  24612.06	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3059	  33215.75	     0	2010MNRAS.408..475H	B              	13.16 	12.56 	     ~
3060	  11871.51	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3061	  38595.34	     0	2010MNRAS.408..475H	B              	10.32 	10.06 	     ~
3062	    866.00	   100	2007ApJS..172..663S	B              	15.33 	14.02 	12.30 
3063	  11348.54	   100	2007ApJS..172..663S	B              	     ~	     ~	15.64 
3064	   6217.19	   100	2007ApJS..172..663S	B              	14.7  	18.3  	15.42 
3065	  16878.42	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3066	  28390.33	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3067	  10600.77	   100	2010MNRAS.408..475H	B              	10.07 	 9.61 	 8.7  
3068	  22779.84	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3069	  28399.68	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3070	   9378.60	     0	2010MNRAS.408..475H	B              	12.06 	11.93 	     ~
3071	  15172.77	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3072	   5748.65	   100	2007ApJS..172..663S	B              	14.5  	17.64 	14.65 
3073	   1134.61	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3074	  24649.22	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3075	  13264.69	     0	2010MNRAS.408..475H	B              	14.800	     ~	     ~
3076	  13217.09	   100	2007ApJS..172..663S	B              	     ~	     ~	14.56 
3077	   2267.57	   100	2007ApJS..172..663S	B              	     ~	18.10 	15.22 
3078	   3516.58	   100	2007ApJS..172..663S	B              	16.40 	14.74 	12.90 
3079	    592.15	   100	2007ApJS..172..663S	B              	 9.99 	 9.58 	 8.92 
3080	  10213.39	   100	2007ApJS..172..663S	B              	12.29 	11.25 	     ~
3081	   7928.18	   100	2007ApJS..172..663S	B              	     ~	19.90 	16.00 
3082	   7394.18	   100	2007ApJS..172..663S	B              	13.5  	13.40 	     ~
3083	   8112.79	   100	2007ApJS..172..663S	B              	     ~	14.139	12.40 
3084	   6948.31	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3085	   6544.55	   100	2007ApJS..172..663S	B              	     ~	17.03 	14.63 
3086	   1164.69	   100	2007ApJS..172..663S	B              	10.73 	11.92 	 9.37 
3087	   7229.15	   100	2010MNRAS.408..475H	B              	     ~	15.88 	13.54 
3088	  32430.43	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3089	  21271.11	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3090	  10217.68	   100	2007ApJS..172..663S	B              	     ~	     ~	16.00 
3091	   1779.86	   100	2007ApJS..172..663S	B              	13.82 	12.76 	11.59 
3092	  24985.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3093	  14718.32	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3094	  29096.19	     0	2010MNRAS.408..475H	B              	12.23 	12.01 	     ~
3095	  16141.14	     0	2010MNRAS.408..475H	B              	13.11 	12.24 	     ~
3096	  34437.28	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3097	   9080.75	   100	2007ApJS..172..663S	B              	     ~	     ~	15.59 
3098	  18422.09	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3099	  23572.39	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3100	   5824.31	   100	2007ApJS..172..663S	B              	     ~	     ~	15.96 
3101	   7301.94	     0	2011MNRAS.412.2071C	B              	     ~	     ~	     ~
3102	  19562.96	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3103	   1777.68	   100	2007ApJS..172..663S	B              	     ~	16.00 	13.34 
3104	   9996.92	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3105	  18496.12	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3106	  28035.56	     0	2010MNRAS.408..475H	B              	12.84 	11.81 	     ~
3107	   6128.83	   100	2007ApJS..172..663S	B              	14.5  	     ~	14.72 
3108	  28639.38	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3109	   5094.51	   100	2007ApJS..172..663S	B              	     ~	17.40 	14.80 
3110	   6632.50	     0	2010MNRAS.408..475H	B              	13.46 	11.37 	     ~
3111	   9702.69	   100	2007ApJS..172..663S	B              	     ~	     ~	16.76 
3112	  12792.62	     0	2010MNRAS.408..475H	B              	12.55 	11.04 	     ~
3113	   7354.12	   100	2007ApJS..172..663S	B              	     ~	     ~	16.10 
3114	  28328.73	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3115	    480.42	   100	2007ApJS..172..663S	B              	     ~	     ~	15.01 
3116	   6108.42	   100	2007ApJS..172..663S	B              	     ~	     ~	15.52 
3117	  12219.33	   100	2007ApJS..172..663S	B              	     ~	     ~	14.25 
3118	   4576.39	   100	2010MNRAS.408..475H	B              	     ~	17.01 	13.88 
3119	  11407.19	     0	2010MNRAS.408..475H	B              	11.06 	10.60 	     ~
3120	  22117.74	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3121	  15226.23	     0	2010MNRAS.408..475H	B              	12.45 	12.86 	     ~
3122	   6314.19	   100	2007ApJS..172..663S	B              	     ~	     ~	16.20 
3123	  22542.27	     0	2010MNRAS.408..475H	B              	 9.58 	 9.39 	     ~
3124	  24935.18	     0	2010MNRAS.408..475H	B              	12.81 	12.27 	     ~
3125	   4949.61	   100	2007ApJS..172..663S	B              	14.36 	13.17 	11.81 
3126	  10156.42	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3127	   8613.04	   100	2010MNRAS.408..475H	B              	     ~	     ~	12.04 
3128	  36264.76	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3129	  13688.82	   100	2007ApJS..172..663S	B              	     ~	     ~	16.16 
3130	  10474.98	     0	2010MNRAS.408..475H	B              	12.24 	10.79 	     ~
3131	  32834.60	     0	2010MNRAS.408..475H	B              	11.67 	11.45 	     ~
3132	   4189.47	   100	2007ApJS..172..663S	B              	     ~	19.30 	15.90 
3133	   6708.54	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3134	    477.36	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3135	   6056.71	   100	2007ApJS..172..663S	B              	     ~	18.20 	15.20 
3136	  34102.53	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3137	   7170.86	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3138	   5241.91	   100	2007ApJS..172..663S	B              	17.86 	15.83 	13.70 
3139	   3063.20	   100	2007ApJS..172..663S	B              	10.3  	 9.8  	 9.05 
3140	   7240.35	   100	2007ApJS..172..663S	B              	     ~	     ~	16.21 
3141	   9595.21	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3142	   7615.54	   100	2007ApJS..172..663S	B              	13.75 	12.68 	     ~
3143	  28993.17	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3144	  15755.31	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3145	  13960.37	   100	2007ApJS..172..663S	B              	12.37 	11.41 	     ~
3146	   9455.84	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3147	   4832.62	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3148	  19480.93	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3149	  12736.12	   100	2007ApJS..172..663S	B              	     ~	     ~	15.61 
3150	  16468.78	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3151	  16672.67	   100	2007ApJS..172..663S	B              	     ~	     ~	17.01 
3152	   9664.67	   100	2007ApJS..172..663S	B              	     ~	     ~	14.38 
3153	    621.30	   100	2007ApJS..172..663S	B              	13.9  	16.27 	13.53 
3154	   3222.22	   100	2007ApJS..172..663S	B              	14.5  	     ~	15.67 
3155	  24658.23	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3156	   6339.75	   100	2007ApJS..172..663S	B              	     ~	18.00 	15.10 
3157	  10360.63	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3158	  21522.75	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3159	  12606.20	   100	2010MNRAS.408..475H	B              	     ~	     ~	13.02 
3160	  15130.48	   100	2007ApJS..172..663S	B              	     ~	     ~	16.22 
3161	   9495.66	   100	2007ApJS..172..663S	B              	     ~	     ~	17.74 
3162	  28933.81	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3163	   5662.32	   100	2007ApJS..172..663S	B              	     ~	19.57 	16.16 
3164	  10756.10	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3165	  15401.24	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3166	   2533.67	   100	2007ApJS..172..663S	B              	15.39 	14.04 	12.39 
3167	   6310.13	   100	2007ApJS..172..663S	B              	     ~	18.00 	15.00 
3168	   5196.76	   100	2007ApJS..172..663S	B              	     ~	     ~	16.25 
3169	  11889.85	   100	2007ApJS..172..663S	B              	     ~	     ~	15.50 
3170	   3379.68	   100	2007ApJS..172..663S	B              	 9.55 	 9.14 	 8.63 
3171	   4239.05	     0	2010MNRAS.408..475H	B              	11.36 	10.57 	     ~
3172	   1645.67	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3173	  11666.41	   100	2007ApJS..172..663S	B              	12.83 	11.63 	     ~
3174	   5173.21	   100	2007ApJS..172..663S	B              	12.93 	11.97 	11.10 
3175	   3649.27	   100	2007ApJS..172..663S	B              	     ~	     ~	15.94 
3176	   1318.78	   100	2007ApJS..172..663S	B              	 8.24 	 8.02 	 7.78 
3177	    903.99	   100	2007ApJS..172..663S	B              	     ~	     ~	     ~
3178	  22227.38	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3179	  19192.36	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3180	  10866.18	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3181	  12475.60	   100	2007ApJS..172..663S	B              	     ~	     ~	14.90 
3182	   6501.41	   100	2007ApJS..172..663S	B              	10.98 	10.42 	 9.72 
3183	  28176.50	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3184	  10577.28	   100	2007ApJS..172..663S	B              	     ~	     ~	15.49 
3185	  23764.55	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3186	   2137.35	   100	2010MNRAS.408..475H	B              	10.6  	 9.9  	 9.05 
3187	   7767.18	   100	2007ApJS..172..663S	B              	     ~	15.50 	     ~
3188	   4683.88	   100	2007ApJS..172..663S	B              	     ~	17.83 	15.22 
3189	   8086.56	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3190	  24786.73	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3191	  15196.47	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
3192	  22594.34	     0	2010MNRAS.408..475H	B              	12.33 	11.28 	     ~
3193	  15007.54	     0	2010MNRAS.408..475H	B              	     ~	     ~	     ~
